3,9,94,133
3,9,95,134
3,9,96,135
3,9,97,136
3,9,97,137
3,9,98,138
3,9,99,139
3,9,100,140
3,9,101,141
4,10,102,142
4,10,103,143
4,10,104,144
4,10,105,145
4,10,105,146
4,10,106,147
4,10,107,148
4,10,108,149
4,10,109,150
4,10,110,151
4,10,110,152
4,10,111,153
4,10,111,154
4,10,112,155
4,11,113,156
4,11,114,157
4,11,114,158
4,11,115,159
4,11,116,160
4,11,116,161
4,11,117,162
4,11,118,163
4,11,119,164
4,11,119,165
4,11,120,166
4,11,121,167
4,11,121,168
4,11,122,169
4,11,122,170
4,11,123,171
4,12,124,172
4,12,124,173
4,12,125,174
4,12,125,175
4,12,126,176
4,12,127,177
4,12,128,178
4,12,129,179
4,12,130,180
4,12,131,181
4,12,131,182
4,12,132,183
4,12,133,184
4,12,134,185
4,12,135,186
5,13,136,187
5,13,137,188
5,13,137,189
5,13,138,190
5,13,139,191
5,13,139,192
5,13,140,193
5,13,140,194
5,13,141,195
5,13,142,196
5,13,143,197
5,13,143,198
5,13,144,199
5,13,144,200
5,13,145,201
5,13,145,202
5,13,146,203
5,14,147,204
5,14,147,205
5,14,148,206
5,14,148,207
5,14,149,208
5,14,149,209
5,14,150,210
5,14,150,211
5,14,151,212
5,14,151,213
5,14,152,214
5,14,153,215
5,14,154,216
5,14,155,217
5,14,156,218
5,14,156,219
5,14,157,220
5,15,158,221
5,15,159,222
5,15,160,223
5,15,161,224
5,15,161,225
5,15,162,226
5,15,163,227
5,15,163,228
5,15,164,229
5,15,165,230
5,15,165,231
5,15,166,232
5,15,166,233
5,15,167,234
5,15,168,235
5,15,168,236
6,16,169,237
6,16,169,238
6,16,170,239
6,16,171,240
6,16,171,241
6,16,172,242
6,16,172,243
6,16,173,244
6,16,173,245
6,16,174,246
6,16,174,247
6,16,175,248
6,16,175,249
6,16,176,250
6,16,177,251
6,16,177,252
6,16,178,253
6,16,179,254
6,16,180,255
6,17,181,256
6,17,182,257
6,17,182,258
6,17,183,259
6,17,183,260
6,17,184,261
6,17,185,262
6,17,185,263
6,17,186,264
6,17,187,265
6,17,188,266
6,17,188,267
6,17,189,268
6,17,190,269
6,17,190,270
6,17,191,271
6,18,192,272
6,18,192,273
6,18,193,274
6,18,193,275
6,18,194,276
6,18,194,277
6,18,195,278
6,18,196,279
6,18,197,280
6,18,197,281
6,18,198,282
6,18,198,283
6,18,199,284
6,18,199,285
6,18,200,286
6,18,201,287
6,18,201,288
6,18,202,289
7,19,203,290
7,19,203,291
7,19,204,292
7,19,205,293
7,19,206,294
7,19,206,295
7,19,207,296
7,19,207,297
7,19,208,298
7,19,209,299
7,19,210,300
7,19,211,301
7,19,212,302
7,19,213,303
7,19,214,304
7,20,215,305
7,20,215,306
7,20,216,307
7,20,217,308
7,20,218,309
7,20,219,310
7,20,220,311
7,20,221,312
7,20,221,313
7,20,222,314
7,20,223,315
7,20,224,316
7,20,225,317
7,20,226,318
7,21,227,319
7,21,228,320
7,21,229,321
7,21,229,322
7,21,230,323
7,21,230,324
7,21,231,325
7,21,232,326
7,21,233,327
7,21,233,328
7,21,234,329
7,21,235,330
7,21,235,331
7,21,236,332
7,21,236,333
7,21,237,334
8,22,238,335
8,22,239,336
8,22,240,337
8,22,241,338
8,22,242,339
8,22,242,340
8,22,243,341
8,22,244,342
8,22,245,343
8,22,245,344
8,22,246,345
8,22,247,346
8,22,248,347
8,22,249,348
8,23,250,349
8,23,250,350
8,23,251,351
8,23,252,352
8,23,253,353
8,23,253,354
8,23,254,355
8,23,255,356
8,23,256,357
8,23,256,358
8,23,257,359
8,23,258,360
8,23,259,361
8,23,260,362
8,23,261,363
8,24,262,364
8,24,263,365
8,24,264,366
8,24,265,367
8,24,265,368
8,24,266,369
8,24,266,370
8,24,267,371
8,24,268,372
8,24,268,373
8,24,269,374
8,24,269,375
8,24,270,376
8,24,270,377
8,24,271,378
8,24,271,379
8,24,272,380
9,25,273,381
9,25,274,382
9,25,275,383
9,25,275,384
9,25,276,385
9,25,276,386
9,25,277,387
9,25,278,388
9,25,279,389
9,25,280,390
9,25,281,391
9,25,282,392
9,25,283,393
9,25,283,394
9,26,284,395
9,26,285,396
9,26,286,397
9,26,286,398
9,26,287,399
9,26,287,400
9,26,288,401
9,26,289,402
9,26,290,403
9,26,291,404
9,26,292,405
9,26,293,406
9,26,294,407
9,26,294,408
9,27,295,409
9,27,296,410
9,27,297,411
9,27,297,412
9,27,298,413
9,27,299,414
9,27,299,415
9,27,300,416
9,27,300,417
9,27,301,418
9,27,302,419
9,27,303,420
9,27,303,421
9,27,304,422
9,27,304,423
9,27,305,424
10,28,306,425
10,28,307,426
10,28,307,427
10,28,308,428
10,28,308,429
10,28,309,430
10,28,309,431
10,28,310,432
10,28,310,433
10,28,311,434
10,28,311,435
10,28,312,436
10,28,312,437
10,28,313,438
10,28,314,439
10,28,315,440
10,28,316,441
10,28,317,442
10,29,318,443
10,29,318,444
10,29,319,445
10,29,319,446
10,29,320,447
10,29,320,448
10,29,321,449
10,29,322,450
10,29,322,451
10,29,323,452
10,29,324,453
10,29,325,454
10,29,326,455
10,29,326,456
10,29,327,457
10,29,327,458
10,29,328,459
10,30,329,460
10,30,329,461
10,30,330,462
10,30,330,463
10,30,331,464
10,30,331,465
10,30,332,466
10,30,332,467
10,30,333,468
10,30,333,469
10,30,334,470
10,30,335,471
10,30,336,472
10,30,337,473
10,30,338,474
10,30,339,475
10,30,340,476
11,31,341,477
11,31,341,478
11,31,342,479
11,31,342,480
11,31,343,481
11,31,344,482
11,31,345,483
11,31,345,484
11,31,346,485
11,31,346,486
11,31,347,487
11,31,347,488
11,31,348,489
11,31,349,490
11,31,349,491
11,31,350,492
11,31,350,493
11,31,351,494
11,32,352,495
11,32,352,496
11,32,353,497
11,32,354,498
11,32,355,499
11,32,356,500
11,32,357,501
11,32,358,502
11,32,358,503
11,32,359,504
11,32,360,505
11,32,361,506
11,32,361,507
11,32,362,508
11,33,363,509
11,33,364,510
11,33,365,511
11,33,366,512
11,33,367,513
11,33,368,514
11,33,368,515
11,33,369,516
11,33,370,517
